RowId,Time,LatitudeDegrees,LongitudeDegrees,DistanceMeters,AltitudeMeters,HeartRate,Cadence,Watts,Speed
12960,2020/2/12 13:30,51.170877,-0.379302,,185.2,165,68,296,
12961,2020/2/12 13:30,51.170901,-0.379314,,186,166,67,276,
12962,2020/2/12 13:30,51.170924,-0.379322,,186.2,166,67,310,
12963,2020/2/12 13:30,51.170949,-0.379336,,186.2,166,68,310,
12964,2020/2/12 13:30,51.170974,-0.379342,,186.8,166,68,303,
12965,2020/2/12 13:30,51.170995,-0.379348,,187.6,166,70,306,
12966,2020/2/12 13:30,51.171015,-0.37935,,188,166,68,309,
12967,2020/2/12 13:30,51.171035,-0.379353,,188.4,167,67,318,
12968,2020/2/12 13:30,51.171052,-0.379363,,188.6,167,67,278,
12969,2020/2/12 13:30,51.171072,-0.379373,,188.6,168,63,278,
12970,2020/2/12 13:30,51.171091,-0.379378,,188.8,168,63,331,
12971,2020/2/12 13:30,51.171114,-0.379379,,189,168,66,351,
12972,2020/2/12 13:30,51.171134,-0.379378,,189.6,169,67,346,
12973,2020/2/12 13:30,51.171156,-0.379375,,190,169,70,305,
12974,2020/2/12 13:30,51.171185,-0.379375,,190.6,169,66,319,
12975,2020/2/12 13:30,51.171214,-0.379382,,190.4,169,71,292,
12976,2020/2/12 13:30,51.171245,-0.379395,,190.8,170,71,280,
12977,2020/2/12 13:30,51.171275,-0.379405,,191,170,72,280,
12978,2020/2/12 13:30,51.1713,-0.379425,,191.4,170,72,278,
12979,2020/2/12 13:30,51.171325,-0.379446,,192,169,73,279,
12980,2020/2/12 13:30,51.171349,-0.379475,,192.4,170,73,284,
12981,2020/2/12 13:30,51.17137,-0.379498,,192.6,170,76,313,
12982,2020/2/12 13:30,51.171385,-0.379518,,192.8,170,76,362,
12983,2020/2/12 13:30,51.171402,-0.379532,,193.4,170,78,315,
12984,2020/2/12 13:30,51.171429,-0.379531,,193.2,170,78,268,
12985,2020/2/12 13:30,51.171456,-0.379535,,193.6,170,78,275,
12986,2020/2/12 13:30,51.171484,-0.379553,,193.6,170,76,260,
12987,2020/2/12 13:30,51.171515,-0.379572,,194.2,169,73,325,
12988,2020/2/12 13:30,51.171546,-0.379586,,194.2,170,74,283,
12989,2020/2/12 13:30,51.171576,-0.379599,,194.8,170,76,265,
12990,2020/2/12 13:30,51.171603,-0.379614,,194.8,170,75,267,
12991,2020/2/12 13:30,51.171634,-0.379636,,195.4,170,78,272,
12992,2020/2/12 13:30,51.171662,-0.379651,,195.8,170,74,276,
12993,2020/2/12 13:30,51.171694,-0.379658,,196,170,75,268,
12994,2020/2/12 13:30,51.171725,-0.379666,,196.2,170,77,269,
12995,2020/2/12 13:30,51.171752,-0.37967,,196,170,77,247,
12996,2020/2/12 13:30,51.171775,-0.379679,,196.2,170,75,228,
12997,2020/2/12 13:30,51.171801,-0.379682,,196.2,170,75,240,
12998,2020/2/12 13:30,51.171834,-0.379673,,196.2,170,72,240,
12999,2020/2/12 13:31,51.171858,-0.379686,,196.4,170,72,217,
13000,2020/2/12 13:31,51.171879,-0.379698,,197,169,70,197,
13001,2020/2/12 13:31,51.171902,-0.379712,,197.6,169,67,211,
13002,2020/2/12 13:31,51.171925,-0.379722,,197.8,169,67,188,
13003,2020/2/12 13:31,51.171951,-0.379741,,198,169,72,188,
13004,2020/2/12 13:31,51.171981,-0.379777,,198.2,169,73,161,
13005,2020/2/12 13:31,51.17201,-0.3798,,198.2,169,74,184,
13006,2020/2/12 13:31,51.172038,-0.379814,,198.6,168,74,208,
13007,2020/2/12 13:31,51.172063,-0.379818,,198.6,169,73,208,
13008,2020/2/12 13:31,51.17209,-0.379822,,198.6,168,80,132,
13009,2020/2/12 13:31,51.172118,-0.37982,,198.6,168,78,172,
13010,2020/2/12 13:31,51.172141,-0.379815,,198.8,167,79,155,
13011,2020/2/12 13:31,51.172168,-0.379838,,199.6,167,75,222,
13012,2020/2/12 13:31,51.172196,-0.37985,,200,167,75,231,
13013,2020/2/12 13:31,51.172221,-0.379851,,200,167,74,226,
13014,2020/2/12 13:31,51.172244,-0.379847,,200,166,74,239,
13015,2020/2/12 13:31,51.172268,-0.379849,,200.2,166,73,249,
13016,2020/2/12 13:31,51.172293,-0.379851,,200.4,166,74,261,
13017,2020/2/12 13:31,51.172323,-0.379846,,200.6,166,73,273,
13018,2020/2/12 13:31,51.17235,-0.379837,,200.8,166,75,261,
13019,2020/2/12 13:31,51.172368,-0.37982,,201.6,166,72,282,
13020,2020/2/12 13:31,51.172392,-0.37981,,201.8,166,68,210,
13021,2020/2/12 13:31,51.17242,-0.3798,,202.2,166,71,347,
13022,2020/2/12 13:31,51.172454,-0.379788,,202.4,166,73,304,
13023,2020/2/12 13:31,51.17249,-0.379775,,202.8,166,74,369,
13024,2020/2/12 13:31,51.172519,-0.379761,,203.6,166,75,373,
13025,2020/2/12 13:31,51.172546,-0.379753,,204.2,166,74,320,
13026,2020/2/12 13:31,51.17258,-0.379747,,204.8,166,78,434,
13027,2020/2/12 13:31,51.172607,-0.379751,,205,166,72,331,
13028,2020/2/12 13:31,51.172636,-0.379756,,205.2,166,74,255,
13029,2020/2/12 13:31,51.172661,-0.379771,,205.4,167,70,254,
13030,2020/2/12 13:31,51.172686,-0.379795,,206,167,69,239,
13031,2020/2/12 13:31,51.172709,-0.379816,,205.8,167,70,184,
13032,2020/2/12 13:31,51.172733,-0.379842,,206,167,69,206,
13033,2020/2/12 13:31,51.172752,-0.379876,,206.2,167,69,181,
13034,2020/2/12 13:31,51.17277,-0.379907,,206.4,167,73,181,
13035,2020/2/12 13:31,51.172788,-0.379934,,206.8,166,73,181,
13036,2020/2/12 13:31,51.172807,-0.379957,,207,167,73,212,
13037,2020/2/12 13:31,51.172827,-0.379984,,206.8,166,75,171,
13038,2020/2/12 13:31,51.172852,-0.380008,,206.8,166,78,175,
13039,2020/2/12 13:31,51.172879,-0.380034,,206.8,166,83,187,
13040,2020/2/12 13:31,51.172907,-0.380054,,207,166,86,189,
13041,2020/2/12 13:31,51.172931,-0.380084,,207,166,87,204,
13042,2020/2/12 13:31,51.172959,-0.380115,,207.4,166,89,184,
13043,2020/2/12 13:31,51.172987,-0.380142,,207.2,165,91,169,
13044,2020/2/12 13:31,51.173014,-0.380171,,207.4,165,88,192,
13045,2020/2/12 13:31,51.173037,-0.380194,,207.4,166,88,140,
13046,2020/2/12 13:31,51.173058,-0.380222,,208,166,88,197,
13047,2020/2/12 13:31,51.173078,-0.380258,,208.2,166,89,166,
13048,2020/2/12 13:31,51.173109,-0.380331,,208.6,166,87,216,
13049,2020/2/12 13:31,51.173132,-0.380389,,208.8,165,86,173,
13050,2020/2/12 13:31,51.17316,-0.380437,,209,166,79,252,
13051,2020/2/12 13:31,51.173183,-0.380478,,209,165,84,154,
13052,2020/2/12 13:31,51.173207,-0.380524,,209.2,165,88,173,
13053,2020/2/12 13:31,51.173229,-0.380567,,209.4,165,90,153,
13054,2020/2/12 13:31,51.173253,-0.380612,,209.8,165,88,178,
13055,2020/2/12 13:31,51.173276,-0.380651,,210.2,165,88,147,
13056,2020/2/12 13:31,51.173301,-0.380699,,210,164,89,156,
13057,2020/2/12 13:31,51.173324,-0.380734,,210,164,93,150,
13058,2020/2/12 13:31,51.173347,-0.380775,,210,163,93,162,
13059,2020/2/12 13:32,51.173372,-0.380813,,210.2,163,92,154,
13060,2020/2/12 13:32,51.173392,-0.380858,,210,163,93,174,
13061,2020/2/12 13:32,51.173411,-0.380901,,210.2,162,92,176,
13062,2020/2/12 13:32,51.173431,-0.38095,,210.4,162,91,183,
13063,2020/2/12 13:32,51.173447,-0.380993,,210.6,162,89,211,
13064,2020/2/12 13:32,51.173473,-0.381028,,211.2,162,87,198,
13065,2020/2/12 13:32,51.173491,-0.381066,,211.4,161,86,194,
13066,2020/2/12 13:32,51.173508,-0.381103,,212,161,88,202,
13067,2020/2/12 13:32,51.173525,-0.381138,,212.4,161,86,234,
13068,2020/2/12 13:32,51.173537,-0.38117,,212.6,160,86,281,
13069,2020/2/12 13:32,51.173549,-0.381204,,213.2,160,84,281,
13070,2020/2/12 13:32,51.173558,-0.381242,,213.4,160,85,248,
13071,2020/2/12 13:32,51.173573,-0.381276,,213.8,159,85,229,
13072,2020/2/12 13:32,51.173586,-0.381323,,213.8,160,86,212,
13073,2020/2/12 13:32,51.173599,-0.381382,,214,160,86,222,
13074,2020/2/12 13:32,51.173614,-0.381444,,213.8,160,86,210,
13075,2020/2/12 13:32,51.173625,-0.381497,,214,160,89,205,
13076,2020/2/12 13:32,51.173634,-0.38155,,214.2,159,89,202,
13077,2020/2/12 13:32,51.173646,-0.381604,,214.6,160,86,233,
13078,2020/2/12 13:32,51.173655,-0.381662,,214.8,160,89,195,
13079,2020/2/12 13:32,51.173668,-0.38172,,215.4,160,90,189,
13080,2020/2/12 13:32,51.17368,-0.381776,,215.4,160,91,189,
13081,2020/2/12 13:32,51.173682,-0.381835,,215.6,160,92,198,
13082,2020/2/12 13:32,51.17369,-0.381887,,215.8,160,92,248,
13083,2020/2/12 13:32,51.173693,-0.381935,,216.2,161,92,248,
13084,2020/2/12 13:32,51.173701,-0.381992,,216.2,161,91,248,
13085,2020/2/12 13:32,51.173707,-0.382052,,216.6,160,95,209,
13086,2020/2/12 13:32,51.173717,-0.382101,,217,161,89,265,
13087,2020/2/12 13:32,51.173731,-0.382151,,217.2,161,88,283,
13088,2020/2/12 13:32,51.173737,-0.382205,,217.6,161,88,276,
13089,2020/2/12 13:32,51.173744,-0.382258,,217.8,162,85,318,
13090,2020/2/12 13:32,51.173751,-0.382299,,218.2,162,84,276,
13091,2020/2/12 13:32,51.17376,-0.382345,,218.4,162,82,298,
13092,2020/2/12 13:32,51.173768,-0.382389,,218.8,162,77,329,
13093,2020/2/12 13:32,51.173778,-0.38242,,219.4,162,77,340,
13094,2020/2/12 13:32,51.173788,-0.38246,,220.2,163,84,385,
13095,2020/2/12 13:32,51.173797,-0.382506,,220.4,163,87,363,
13096,2020/2/12 13:32,51.173807,-0.382554,,220.8,163,90,369,
13097,2020/2/12 13:32,51.173814,-0.382598,,221.2,164,90,310,
13098,2020/2/12 13:32,51.173824,-0.382635,,221.6,164,78,310,
13099,2020/2/12 13:32,51.173825,-0.382654,,221.8,164,73,310,
13100,2020/2/12 13:32,51.173831,-0.382677,,222.4,165,69,299,
13101,2020/2/12 13:32,51.173836,-0.382698,,222.6,165,68,308,
13102,2020/2/12 13:32,51.173844,-0.382721,,222.8,165,67,286,
13103,2020/2/12 13:32,51.173852,-0.382737,,223,165,70,255,
13104,2020/2/12 13:32,51.173861,-0.382759,,223,165,64,266,
13105,2020/2/12 13:32,51.173873,-0.382777,,223,165,65,271,
13106,2020/2/12 13:32,51.17389,-0.382802,,223.2,165,65,272,
13107,2020/2/12 13:32,51.173907,-0.38283,,223.8,165,64,268,
13108,2020/2/12 13:32,51.17392,-0.382864,,223.6,165,62,273,
13109,2020/2/12 13:32,51.173934,-0.382901,,223.6,165,59,220,
13110,2020/2/12 13:32,51.173948,-0.382936,,223.6,165,63,336,
13111,2020/2/12 13:32,51.173966,-0.382973,,224.2,165,67,289,
13112,2020/2/12 13:32,51.173988,-0.383014,,224.6,165,71,348,
13113,2020/2/12 13:32,51.174014,-0.383054,,224.6,166,71,261,
13114,2020/2/12 13:32,51.174036,-0.383085,,224.8,166,63,261,
13115,2020/2/12 13:32,51.174052,-0.38311,,225.2,166,60,264,
13116,2020/2/12 13:32,51.174073,-0.38313,,225.2,166,62,283,
13117,2020/2/12 13:32,51.174092,-0.38314,,225.2,165,63,260,
13118,2020/2/12 13:32,51.174107,-0.383158,,225.8,165,62,263,
13119,2020/2/12 13:33,51.174124,-0.383171,,226,165,63,273,
13120,2020/2/12 13:33,51.174142,-0.38318,,226.2,166,62,258,
13121,2020/2/12 13:33,51.17416,-0.383194,,226.4,165,64,272,
13122,2020/2/12 13:33,51.174176,-0.383209,,227.2,165,63,262,
13123,2020/2/12 13:33,51.174194,-0.383223,,227.8,165,60,261,
13124,2020/2/12 13:33,51.174211,-0.38323,,228.2,166,59,283,
13125,2020/2/12 13:33,51.174225,-0.383241,,228,165,57,247,
13126,2020/2/12 13:33,51.174242,-0.383253,,228.2,166,62,299,
13127,2020/2/12 13:33,51.174264,-0.383268,,228.6,165,62,286,
13128,2020/2/12 13:33,51.174287,-0.383282,,228.8,166,66,286,
13129,2020/2/12 13:33,51.174317,-0.383293,,229,166,67,279,
13130,2020/2/12 13:33,51.17434,-0.383306,,229.4,166,65,313,
13131,2020/2/12 13:33,51.174363,-0.383314,,229.6,166,59,278,
13132,2020/2/12 13:33,51.174385,-0.383315,,229.6,167,59,270,
13133,2020/2/12 13:33,51.17441,-0.383326,,229.8,167,59,270,
13134,2020/2/12 13:33,51.17443,-0.383337,,230.2,167,58,274,
13135,2020/2/12 13:33,51.174457,-0.38335,,230.4,167,59,273,
13136,2020/2/12 13:33,51.174482,-0.383359,,230.6,167,60,263,
13137,2020/2/12 13:33,51.174504,-0.383361,,230.8,167,62,245,
13138,2020/2/12 13:33,51.174528,-0.383365,,231,167,59,253,
13139,2020/2/12 13:33,51.174556,-0.383369,,231.2,167,59,247,
13140,2020/2/12 13:33,51.174582,-0.383371,,231.8,167,59,250,
13141,2020/2/12 13:33,51.174605,-0.383374,,232.4,167,58,249,
13142,2020/2/12 13:33,51.174625,-0.383372,,232.6,167,59,262,
13143,2020/2/12 13:33,51.174644,-0.383385,,233.2,167,61,245,
13144,2020/2/12 13:33,51.174665,-0.383385,,233.2,167,59,232,
13145,2020/2/12 13:33,51.174689,-0.383392,,233.6,167,57,258,
13146,2020/2/12 13:33,51.174712,-0.383398,,233.8,167,60,264,
13147,2020/2/12 13:33,51.174735,-0.383405,,234,166,61,288,
13148,2020/2/12 13:33,51.17476,-0.383407,,234.6,167,64,260,
13149,2020/2/12 13:33,51.174784,-0.383412,,234.6,166,63,244,
13150,2020/2/12 13:33,51.174804,-0.383419,,234.8,166,64,246,
13151,2020/2/12 13:33,51.174829,-0.383429,,235.2,166,65,236,
13152,2020/2/12 13:33,51.174853,-0.383438,,235.4,166,65,226,
13153,2020/2/12 13:33,51.17488,-0.383445,,236.2,166,66,242,
13154,2020/2/12 13:33,51.174909,-0.383451,,236.2,166,67,233,
13155,2020/2/12 13:33,51.174937,-0.383458,,236.6,166,67,239,
13156,2020/2/12 13:33,51.17496,-0.383462,,236.4,166,68,207,
13157,2020/2/12 13:33,51.174983,-0.383469,,236.8,166,66,212,
13158,2020/2/12 13:33,51.175006,-0.383476,,237,166,66,231,
13159,2020/2/12 13:33,51.175036,-0.383478,,237.6,166,69,205,
13160,2020/2/12 13:33,51.175061,-0.383474,,237.6,166,66,242,
13161,2020/2/12 13:33,51.175087,-0.383474,,238.2,166,66,219,
13162,2020/2/12 13:33,51.175108,-0.383475,,238.2,166,66,227,
13163,2020/2/12 13:33,51.175135,-0.383481,,238.6,166,64,227,
13164,2020/2/12 13:33,51.175161,-0.383493,,238.8,166,63,226,
13165,2020/2/12 13:33,51.175179,-0.383497,,239.8,166,64,214,
13166,2020/2/12 13:33,51.175198,-0.383497,,240,166,64,215,
13167,2020/2/12 13:33,51.17522,-0.383503,,240,165,63,215,
13168,2020/2/12 13:33,51.175245,-0.38351,,240,165,61,248,
13169,2020/2/12 13:33,51.175267,-0.383519,,240.4,165,63,222,
13170,2020/2/12 13:33,51.175294,-0.383527,,240.6,165,64,229,
13171,2020/2/12 13:33,51.175314,-0.383534,,240.8,165,64,235,
13172,2020/2/12 13:33,51.175335,-0.383542,,241.2,164,65,254,
13173,2020/2/12 13:33,51.175354,-0.383544,,241.2,164,69,261,
13174,2020/2/12 13:33,51.175375,-0.383547,,241.4,164,70,260,
13175,2020/2/12 13:33,51.175404,-0.383553,,241.8,164,71,224,
13176,2020/2/12 13:33,51.175431,-0.383566,,242,164,70,245,
13177,2020/2/12 13:33,51.175455,-0.383577,,242.2,164,70,222,
13178,2020/2/12 13:33,51.175474,-0.383584,,242.6,164,70,222,
13179,2020/2/12 13:34,51.175494,-0.383586,,242.6,163,72,190,
13180,2020/2/12 13:34,51.175533,-0.3836,,243,163,69,234,
13181,2020/2/12 13:34,51.175556,-0.383605,,243.2,163,69,234,
13182,2020/2/12 13:34,51.175587,-0.383606,,243.6,163,74,234,
13183,2020/2/12 13:34,51.175617,-0.383602,,243.8,162,77,221,
13184,2020/2/12 13:34,51.175648,-0.383605,,243.8,162,80,179,
13185,2020/2/12 13:34,51.175673,-0.383604,,244.2,162,77,205,
13186,2020/2/12 13:34,51.1757,-0.383596,,244.4,162,77,225,
13187,2020/2/12 13:34,51.175724,-0.383597,,244.6,162,80,225,
13188,2020/2/12 13:34,51.175755,-0.3836,,244.8,161,83,156,
13189,2020/2/12 13:34,51.175788,-0.3836,,245.4,161,69,144,
13190,2020/2/12 13:34,51.175816,-0.383595,,246.2,161,66,204,
13191,2020/2/12 13:34,51.175848,-0.38359,,246,161,67,226,
13192,2020/2/12 13:34,51.175886,-0.383589,,245.4,160,70,188,
13193,2020/2/12 13:34,51.175913,-0.38358,,245.6,160,69,221,
13194,2020/2/12 13:34,51.175952,-0.383579,,246,160,71,197,
13195,2020/2/12 13:34,51.175976,-0.383577,,246.2,160,71,193,
13196,2020/2/12 13:34,51.176009,-0.383574,,246.6,160,70,216,
13197,2020/2/12 13:34,51.176038,-0.383573,,246.8,160,75,194,
13198,2020/2/12 13:34,51.176082,-0.383574,,247,160,74,197,
13199,2020/2/12 13:34,51.176117,-0.383568,,247.2,160,74,168,
13200,2020/2/12 13:34,51.176153,-0.383568,,247.4,160,73,167,
13201,2020/2/12 13:34,51.176193,-0.383568,,247.8,160,73,169,
13202,2020/2/12 13:34,51.176235,-0.38357,,248,159,76,172,
13203,2020/2/12 13:34,51.176276,-0.383575,,248.2,159,75,162,
13204,2020/2/12 13:34,51.176321,-0.383574,,248,158,78,159,
13205,2020/2/12 13:34,51.176363,-0.383564,,248.2,158,78,130,
13206,2020/2/12 13:34,51.176409,-0.383559,,248.2,158,77,109,
13207,2020/2/12 13:34,51.176445,-0.383561,,248.4,157,77,0,
13208,2020/2/12 13:34,51.176474,-0.383563,,248.4,156,77,0,
13209,2020/2/12 13:34,51.176504,-0.383571,,248.6,155,0,0,
13210,2020/2/12 13:34,51.17653,-0.383573,,248.8,155,0,0,
13211,2020/2/12 13:34,51.176566,-0.383584,,248.6,155,70,151,
13212,2020/2/12 13:34,51.176589,-0.383584,,248.6,155,74,113,
13213,2020/2/12 13:34,51.176611,-0.383588,,248.6,154,78,127,
13214,2020/2/12 13:34,51.176637,-0.383599,,248.6,155,79,129,
13215,2020/2/12 13:34,51.176666,-0.383618,,248.6,154,80,105,
13216,2020/2/12 13:34,51.17669,-0.383635,,248.8,154,73,157,
13217,2020/2/12 13:34,51.176718,-0.38365,,248.8,154,77,146,
13218,2020/2/12 13:34,51.176753,-0.383681,,248.8,155,77,162,
13219,2020/2/12 13:34,51.176793,-0.383729,,248.8,154,79,143,
13220,2020/2/12 13:34,51.176842,-0.383777,,249,155,81,97,
13221,2020/2/12 13:34,51.176891,-0.383859,,249,154,81,148,
13222,2020/2/12 13:34,51.176933,-0.383916,,249.2,153,58,148,
13223,2020/2/12 13:34,51.176978,-0.383972,,249.2,153,63,138,
13224,2020/2/12 13:34,51.17702,-0.384009,,249.2,153,66,113,
13225,2020/2/12 13:34,51.177063,-0.384053,,249,152,70,103,
13226,2020/2/12 13:34,51.177115,-0.384112,,249,151,70,72,
13227,2020/2/12 13:34,51.177164,-0.384149,,248.6,150,74,72,
13228,2020/2/12 13:34,51.177212,-0.384176,,248.8,149,76,72,
13229,2020/2/12 13:34,51.17726,-0.38421,,248.2,149,76,97,
13230,2020/2/12 13:34,51.177308,-0.384239,,248,148,75,261,
13231,2020/2/12 13:34,51.177364,-0.384273,,247.8,148,75,139,
13232,2020/2/12 13:34,51.177433,-0.384295,,248.2,147,82,139,
13233,2020/2/12 13:34,51.1775,-0.384316,,248,147,85,60,
13234,2020/2/12 13:34,51.177554,-0.384341,,248,146,85,50,
13235,2020/2/12 13:34,51.177613,-0.38437,,247.6,146,87,65,
13236,2020/2/12 13:34,51.177675,-0.384403,,247.4,145,88,74,
13237,2020/2/12 13:34,51.177739,-0.384436,,246.8,145,78,28,
13238,2020/2/12 13:34,51.177805,-0.384467,,246.8,144,72,105,
13239,2020/2/12 13:35,51.177869,-0.384496,,246,144,76,74,
13240,2020/2/12 13:35,51.177938,-0.38452,,244.8,143,79,72,
13241,2020/2/12 13:35,51.178004,-0.384543,,244.4,142,82,105,
13242,2020/2/12 13:35,51.178072,-0.384568,,243.4,142,84,90,
13243,2020/2/12 13:35,51.178139,-0.384592,,242.4,142,84,0,
13244,2020/2/12 13:35,51.178216,-0.384606,,241.8,141,84,0,
13245,2020/2/12 13:35,51.178297,-0.384629,,241.4,141,0,0,
13246,2020/2/12 13:35,51.178376,-0.384657,,241.6,140,0,0,
13247,2020/2/12 13:35,51.178456,-0.384692,,241.2,140,0,0,
13248,2020/2/12 13:35,51.178541,-0.384757,,241.2,139,0,0,
13249,2020/2/12 13:35,51.179047,-0.385471,,240.2,138,32,19,
13250,2020/2/12 13:35,51.179123,-0.385529,,240,137,91,90,
13251,2020/2/12 13:35,51.179212,-0.385587,,239.6,137,88,86,
13252,2020/2/12 13:35,51.179301,-0.385648,,239.8,137,83,137,
13253,2020/2/12 13:35,51.179383,-0.385716,,240,137,81,174,
13254,2020/2/12 13:35,51.179468,-0.38578,,240.2,137,78,186,
13255,2020/2/12 13:35,51.179543,-0.385843,,240.4,137,76,182,
13256,2020/2/12 13:35,51.179606,-0.385884,,240.4,137,74,226,
13257,2020/2/12 13:35,51.179682,-0.385944,,240.8,137,73,198,
13258,2020/2/12 13:35,51.179749,-0.385993,,241,137,73,166,
13259,2020/2/12 13:35,51.179821,-0.386049,,240.8,137,73,166,
13260,2020/2/12 13:35,51.179885,-0.386103,,240.8,137,77,109,
13261,2020/2/12 13:35,51.179945,-0.386163,,240.6,137,76,173,
13262,2020/2/12 13:35,51.180015,-0.386229,,240.4,137,77,199,
13263,2020/2/12 13:35,51.180085,-0.386299,,239.6,137,78,178,
13264,2020/2/12 13:35,51.180156,-0.386367,,239.6,138,79,173,
13265,2020/2/12 13:35,51.180225,-0.386439,,239.6,138,79,144,
13266,2020/2/12 13:35,51.180297,-0.386507,,239.4,139,79,150,
13267,2020/2/12 13:35,51.18037,-0.386576,,239.6,138,79,150,
13268,2020/2/12 13:35,51.180441,-0.386646,,239.4,139,79,165,
13269,2020/2/12 13:35,51.180511,-0.386717,,239.6,138,91,161,
13270,2020/2/12 13:35,51.180581,-0.386785,,239.6,139,88,244,
13271,2020/2/12 13:35,51.180648,-0.386861,,239.8,139,88,192,
13272,2020/2/12 13:35,51.180714,-0.386941,,239.6,139,86,212,
13273,2020/2/12 13:35,51.180783,-0.387011,,239.4,140,86,205,
13274,2020/2/12 13:35,51.180851,-0.387077,,239.4,140,85,222,
13275,2020/2/12 13:35,51.180909,-0.387146,,239.8,140,88,189,
13276,2020/2/12 13:35,51.180978,-0.387228,,240.2,141,89,264,
13277,2020/2/12 13:35,51.18104,-0.38731,,240.2,141,91,207,
13278,2020/2/12 13:35,51.181095,-0.387389,,240.2,142,91,260,
13279,2020/2/12 13:35,51.181151,-0.387457,,240.2,143,90,260,
13280,2020/2/12 13:35,51.181205,-0.387517,,240.6,144,95,290,
13281,2020/2/12 13:35,51.181257,-0.387581,,240.8,144,95,280,
13282,2020/2/12 13:35,51.181306,-0.387631,,241.4,145,93,280,
13283,2020/2/12 13:35,51.181356,-0.387674,,241.6,146,92,265,
13284,2020/2/12 13:35,51.181409,-0.38771,,241.8,147,92,245,
13285,2020/2/12 13:35,51.181462,-0.387741,,242.6,147,88,276,
13286,2020/2/12 13:35,51.181517,-0.387769,,242.4,148,84,274,
13287,2020/2/12 13:35,51.181568,-0.387794,,242.4,149,82,404,
13288,2020/2/12 13:35,51.181621,-0.387818,,242.8,149,84,349,
13289,2020/2/12 13:35,51.181674,-0.387839,,243.2,150,89,396,
13290,2020/2/12 13:35,51.18172,-0.387856,,243.2,151,86,258,
13291,2020/2/12 13:35,51.181769,-0.387874,,243.2,151,85,184,
13292,2020/2/12 13:35,51.181821,-0.387894,,243.4,152,86,201,
13293,2020/2/12 13:35,51.181874,-0.387913,,243.8,152,86,152,
13294,2020/2/12 13:35,51.181927,-0.387925,,243.8,153,85,202,
13295,2020/2/12 13:35,51.181982,-0.387941,,244.2,154,85,209,
13296,2020/2/12 13:35,51.182036,-0.387953,,244.4,154,82,203,
13297,2020/2/12 13:35,51.182088,-0.38796,,244.8,155,80,202,
13298,2020/2/12 13:35,51.182139,-0.38797,,245.2,156,78,188,
13299,2020/2/12 13:36,51.18219,-0.387978,,245.6,156,77,196,
13300,2020/2/12 13:36,51.18224,-0.387986,,245.8,156,75,172,
13301,2020/2/12 13:36,51.182289,-0.387993,,246,157,75,132,
13302,2020/2/12 13:36,51.182338,-0.388001,,245.8,157,69,59,
13303,2020/2/12 13:36,51.182386,-0.388009,,245.8,157,62,77,
13304,2020/2/12 13:36,51.182438,-0.388021,,246,157,56,63,
13305,2020/2/12 13:36,51.182493,-0.388012,,245.8,157,58,90,
13306,2020/2/12 13:36,51.182548,-0.388018,,245.4,156,56,69,
13307,2020/2/12 13:36,51.182599,-0.388025,,245,156,57,134,
13308,2020/2/12 13:36,51.182656,-0.388034,,245,156,57,96,
13309,2020/2/12 13:36,51.182716,-0.388047,,245,155,64,96,
13310,2020/2/12 13:36,51.182778,-0.388062,,244.8,155,69,103,
13311,2020/2/12 13:36,51.182839,-0.388085,,243.8,154,73,102,
13312,2020/2/12 13:36,51.182902,-0.388128,,243,154,75,82,
13313,2020/2/12 13:36,51.182979,-0.38819,,242.6,153,76,80,
13314,2020/2/12 13:36,51.183056,-0.388253,,242.4,153,77,99,
13315,2020/2/12 13:36,51.183133,-0.388309,,242.4,152,78,88,
13316,2020/2/12 13:36,51.183209,-0.388368,,242.4,151,79,72,
13317,2020/2/12 13:36,51.183284,-0.388435,,242.2,151,79,94,
13318,2020/2/12 13:36,51.183357,-0.388501,,242,150,80,99,
13319,2020/2/12 13:36,51.183441,-0.388584,,241.8,149,80,112,
13320,2020/2/12 13:36,51.183519,-0.388654,,241.8,148,80,0,
13321,2020/2/12 13:36,51.183602,-0.388726,,241.8,147,32,0,
13322,2020/2/12 13:36,51.183683,-0.388794,,241.6,146,32,0,
13323,2020/2/12 13:36,51.183765,-0.388861,,241.4,146,74,274,
13324,2020/2/12 13:36,51.183848,-0.388927,,241,146,79,375,
13325,2020/2/12 13:36,51.183931,-0.388987,,240.4,146,81,318,
13326,2020/2/12 13:36,51.184013,-0.38905,,239.8,146,82,176,
13327,2020/2/12 13:36,51.184096,-0.389116,,239.4,147,81,219,
13328,2020/2/12 13:36,51.184178,-0.389182,,240,146,81,210,
13329,2020/2/12 13:36,51.184262,-0.389257,,240,147,82,194,
13330,2020/2/12 13:36,51.184347,-0.389331,,239.8,147,81,247,
13331,2020/2/12 13:36,51.184435,-0.389403,,239.6,147,83,232,
13332,2020/2/12 13:36,51.184524,-0.38947,,239.2,148,83,208,
13333,2020/2/12 13:36,51.184614,-0.38954,,238.8,148,85,206,
13334,2020/2/12 13:36,51.184704,-0.389614,,238.6,148,83,255,
13335,2020/2/12 13:36,51.184793,-0.389679,,238.6,149,84,202,
13336,2020/2/12 13:36,51.184881,-0.389746,,238.4,149,85,175,
13337,2020/2/12 13:36,51.184971,-0.389811,,238,150,84,163,
13338,2020/2/12 13:36,51.185059,-0.389879,,237.8,150,85,155,
13339,2020/2/12 13:36,51.185149,-0.389948,,237.6,150,85,196,
